number,base_fee_per_gas
14695044,71157558902
14695045,70009974513
14695046,64134924553
14695047,59372852304
14695048,54895954922
14695049,50081870548
14695050,56339992580
14695051,57286757476
14695052,51317239607
14695053,52802619389
14695054,50526831698
14695055,54685679214
14695056,52163806266
14695057,57211589424
14695058,64361410748
14695059,59614070660
14695060,62091180535
14695061,66793524666
14695062,64367889988
14695063,68663739557
14695064,67343171315
14695065,70885693161
14695066,66413111913
14695067,62700498861
14695068,70534789820
14695069,79342149128
14695070,75903256489
14695071,85389676412
14695072,95551699266
14695073,87137167477
14695074,80909543102
14695075,74373264315
14695076,71488118129
14695077,74824568009
14695078,68407442006
14695079,60661523122
14695080,59975366735
14695081,56253068094
14695082,51083280923
14695083,44697870808
14695084,50281885294
14695085,51211330066
14695086,51939289560
14695087,51995979662
14695088,46164303393
14695089,41132918620
14695090,42132270422
14695091,39198514764
14695092,41469549380
14695093,37628640408
14695094,39239218227
14695095,43322081137
14695096,45265021178
14695097,42490495964
14695098,38187840453
14695099,35922417655
14695100,31432115449
14695101,35358072844
14695102,39363607706
14695103,39049614377
14695104,38975769795
14695105,34360386064
14695106,38329403156
14695107,39966722187
14695108,39788730338
14695109,44757204136
14695110,49432353904
14695111,45568445639
14695112,43197696750
14695113,38744875650
14695114,36273027168
14695115,40804388216
14695116,45438378221
14695117,46413838683
14695118,41524931361
14695119,45540933431
14695120,42678024663
14695121,41048967474
14695122,41285279880
14695123,39373487930
14695124,38455085575
14695125,38325013812
14695126,43110055649
14695127,48493147219
14695128,50535736629
14695129,47512420233
14695130,45618869344
14695131,51292550470
14695132,49312577313
14695133,45761454107
14695134,41705840661
14695135,40860318786
14695136,39913221676
14695137,36261714039
14695138,36572185923
14695139,34689468961
14695140,38807551459
14695141,40160547958
14695142,45174052829
14695143,48399071446
14695144,45832990211
14695145,42081511353
14695146,39780456997
14695147,38934899081
14695148,36556353175
14695149,41118560433
14695150,35978740379
14695151,37206239357
14695152,40659149828
14695153,45738438873
14695154,51454617717
14695155,46354775015
14695156,52141307635
14695157,48698532672
14695158,44409415495
14695159,39179143956
14695160,38048943901
14695161,42799586247
14695162,48144367951
14695163,54161046106
14695164,53122830173
14695165,54092652955
14695166,50403638683
14695167,49530908920
14695168,51306503261
14695169,48071786853
14695170,52831074421
14695171,50178885365
14695172,47661901185
14695173,53597534037
14695174,60295032403
14695175,56520982780
14695176,54011941971
14695177,60755054298
14695178,61510192537
14695179,54129316966
14695180,58301379178
14695181,52644866169
14695182,47206336502
14695183,42569102680
14695184,47886893874
14695185,53850937541
14695186,49387391011
14695187,43857515939
14695188,40500966838
14695189,39235674025
14695190,36590501547
14695191,39604648172
14695192,44550495432
14695193,50114201112
14695194,46935397904
14695195,46297157457
14695196,43292355217
14695197,48660795906
14695198,46343830761
14695199,45065492506
14695200,42501737668
14695201,40745771647
14695202,45408714358
14695203,51082273808
14695204,54900480246
14695205,49226224268
14695206,45158051772
14695207,46751748661
14695208,46415994355
14695209,41323158350
14695210,46484357121
14695211,44016144586
14695212,38994030249
14695213,43059318427
14695214,48437724081
14695215,54488238702
14695216,61298008629
14695217,64220912766
14695218,61973591298
14695219,55041442800
14695220,53851318932
14695221,59585687823
14695222,65616615001
14695223,57947125380
14695224,58780345948
14695225,58031388501
14695226,65279542806
14695227,58192131042
14695228,54699738470
14695229,61537200754
14695230,59621892324
14695231,56934818098
14695232,49817965836
14695233,48085941698
14695234,48380066322
14695235,51553301459
14695236,48984277147
14695237,43789182663
14695238,44917787487
14695239,40817888578
14695240,36988629453
14695241,34660694529
14695242,34849686954
14695243,39200322982
14695244,44099386665
14695245,49604242857
14695246,46162281799
14695247,51929908165
14695248,54790500962
14695249,53211358673
14695250,48428070334
14695251,51774215279
14695252,47869545788
14695253,42319068364
14695254,47606082324
14695255,44016141377
14695256,48324437260
14695257,44423339944
14695258,39533664606
14695259,39031657429
14695260,43909809254
14695261,43888750769
14695262,49371547469
14695263,55537509426
14695264,49907461053
14695265,44736465419
14695266,45891976550
14695267,51620536593
14695268,56274001043
14695269,52424986601
14695270,48596303375
14695271,44087270419
14695272,42951390618
14695273,45033402404
14695274,45556555064
14695275,50574556075
14695276,54836639125
14695277,49328704973
14695278,55489297077
14695279,62413056155
14695280,55633938347
14695281,54823108291
14695282,53710041257
14695283,50553099326
14695284,51542401676
14695285,46717092082
14695286,52539526571
14695287,48332638518
14695288,46344161271
14695289,51169073528
14695290,54289461750
14695291,55697850236
14695292,53329843199
14695293,46663612800
14695294,47696122711
14695295,44516147512
14695296,50072895657
14695297,56295198133
14695298,51770108478
14695299,48248487416
14695300,47084071928
14695301,45919598078
14695302,43764053485
14695303,49232672886
14695304,55385394990
14695305,51193274444
14695306,46878132763
14695307,41833230780
14695308,40317287227
14695309,36496376256
14695310,38540735403
14695311,43355618233
14695312,44730275310
14695313,42031289637
14695314,43716832266
14695315,42372618347
14695316,37624896758
14695317,33762106623
14695318,35221352419
14695319,31746109893
14695320,35713354049
14695321,38052387058
14695322,42225228629
14695323,37281997471
14695324,41191855135
14695325,36993546934
14695326,41614535426
14695327,44377647207
14695328,44127017924
14695329,39856246888
14695330,44343528279
14695331,40620440102
14695332,39569739951
14695333,44509081991
14695334,43655169690
14695335,40346749195
14695336,37407271989
14695337,42076656983
14695338,41570425711
14695339,37606978313
14695340,38927165959
14695341,34933569586
14695342,31903207395
14695343,35888024874
14695344,39941265031
14695345,36745396676
14695346,41336993034
14695347,43857872943
14695348,40373806441
14695349,45415275662
14695350,44885299075
14695351,39274636691
14695352,36454066145
14695353,31897307877
14695354,35883699490
14695355,35282753092
14695356,33854729422
14695357,38085829393
14695358,38639435710
14695359,36392701896
14695360,36163307531
14695361,34434871762
14695362,38736174063
14695363,43577429813
14695364,45567874989
